name	locality	segments
Lindsbovägen	Mjöbäck	3
Saturnusvägen	Mjöbäck	2
Teglyckevägen	Mjöbäck	2
Vattenvägen	Mjöbäck	2
Älvseredsvägen	Mjöbäck	2
Kungsvägen	Mjölby	26
Burensköldsvägen	Mjölby	19
Hultvägen	Mjölby	15
Linköpingsvägen	Mjölby	15
Smålandsvägen	Mjölby	15
Skänningevägen	Mjölby	14
Sångarleden	Mjölby	14
Hargsvägen	Mjölby	13
Ramstadgatan	Mjölby	12
Skogssjöbadsvägen	Mjölby	10
Säl	Mockfjärd	28
Ersholsvägen	Mockfjärd	26
Trätäppvägen	Mockfjärd	26
Borgsheden	Mockfjärd	17
K M Mattsons väg	Mockfjärd	16
Storsvevägen	Mockfjärd	15
Hedvägen	Mockfjärd	14
Lingonvägen	Mockfjärd	10
Backen	Mockfjärd	8
Backvägen	Mockfjärd	8
Vegbyvägen	Moheda	14
Rågvägen	Moheda	9
Storgatan	Moheda	9
Växjövägen	Moheda	8
Banérsgatan	Moheda	7
Slätthögsvägen	Moheda	7
Sångvägen	Moheda	7
Östra Järnvägsgatan	Moheda	7
Almvägen	Moheda	6
Högåsvägen	Moheda	6
Annedalsvägen	Moholm	7
Fägrevägen	Moholm	6
Norra vägen	Moholm	5
Skolgatan	Moholm	5
Tingsbergsvägen	Moholm	5
Banvägen	Moholm	4
Industrigatan	Moholm	4
Järnvägsgatan	Moholm	4
Krabbängsvägen	Moholm	4
Parkgatan	Moholm	4
Rösåsvägen	Moliden	8
Storspovsvägen	Moliden	7
Alnöholmsvägen	Moliden	6
Östra Alnöholmsvägen	Moliden	6
Murkelvägen	Moliden	5
Bomstugevägen	Moliden	4
Hammarbacken	Moliden	4
Molidenvägen	Moliden	4
Musseronvägen	Moliden	4
Sångsvanevägen	Moliden	4
Mejerivägen	Molkom	14
Högåsvägen	Molkom	13
Skolgatan	Molkom	12
Storgatan	Molkom	12
Marknadsgatan	Molkom	11
Borserudsvägen	Molkom	10
Graningevägen	Molkom	10
Blombacka bruks väg	Molkom	9
Stationsgatan	Molkom	9
Blombackabacken	Molkom	8
Kvarnvägen	Mollösund	10
Tångehöjdsvägen	Mollösund	9
Hamnvägen	Mollösund	7
Tångedalsvägen	Mollösund	6
Gatan	Mollösund	5
Hålvägen	Mollösund	5
Tångesundsvägen	Mollösund	5
Gamla vägen	Mollösund	4
Långe backe	Mollösund	4
Rösevägen	Mollösund	4
Vika byväg	Mora	29
Vasagatan	Mora	28
Strandgatan	Mora	23
Yvradsvägen	Mora	21
Landsvägen	Mora	17
Lasarettsområdet	Mora	17
Älvgatan	Mora	17
Önavägen	Mora	17
Näsuddsvägen	Mora	16
Vinäs byväg	Mora	16
Nordsjövägen	Morgongåva	18
Ramsjövägen	Morgongåva	13
Nya Uppsalavägen	Morgongåva	11
Brunkullsvägen	Morgongåva	7
Idrottsvägen	Morgongåva	7
Allévägen	Morgongåva	6
Nyängsvägen	Morgongåva	5
Ringvägen	Morgongåva	5
Skyttevägen	Morgongåva	5
Tjusarvägen	Morgongåva	5
David Törnqvists väg	Morjärv	5
Bastusund	Morjärv	4
Gungsträskvägen	Morjärv	4
Rävbackestigen	Morjärv	4
Timmervägen	Morjärv	4
Furumostigen	Morjärv	3
Gransätravägen	Morjärv	3
Klockares väg	Morjärv	3
Kyrkogatan	Morjärv	3
Nygatan	Morjärv	3
Abborrtjärnvägen	Moskosel	7
Storstugvägen	Moskosel	7
Linkovägen	Moskosel	6
Burmavägen	Moskosel	5
Stationsvägen	Moskosel	5
Uddvägen	Moskosel	5
Lillgatan	Moskosel	4
Skolgatan	Moskosel	4
Abmorvägen	Moskosel	3
Holmvägen	Moskosel	3
Borensvägen	Motala	44
Drottninggatan	Motala	41
Varamovägen	Motala	37
Östermalmsgatan	Motala	35
Vadstenavägen	Motala	34
Metallvägen	Motala	26
Agneshögsgatan	Motala	25
Strandvägen	Motala	23
Slingerbulten	Motala	22
Bispgatan	Motala	18
Mullhytte letstig	Mullhyttan	26
Långvassenvägen	Mullhyttan	12
Stationsvägen	Mullhyttan	8
Ålundavägen	Mullhyttan	8
Furuvägen	Mullhyttan	6
Carlsforsvägen	Mullhyttan	5
Sjökullestigen	Mullhyttan	5
Torhyttevägen	Mullhyttan	5
Mohultsvägen	Mullhyttan	4
Bergbacken	Mullhyttan	3
Sjövägen	Mullsjö	24
Tidaholmsvägen	Mullsjö	21
Kyrkvägen	Mullsjö	17
Skolgatan	Mullsjö	17
Mauritz väg	Mullsjö	14
Strandvägen	Mullsjö	13
Havstenshultsvägen	Mullsjö	10
Järnvägsgatan	Mullsjö	10
Tallgatan	Mullsjö	9
Trollehöjdsvägen	Mullsjö	9
Nya Axtorpsvägen	Munka-Ljungby	15
Klippanvägen	Munka-Ljungby	13
Bäckatorpsvägen	Munka-Ljungby	10
Krokhusvägen	Munka-Ljungby	10
Södra Järnvägsgatan	Munka-Ljungby	10
Tunnbindarvägen	Munka-Ljungby	10
Åslidenvägen	Munka-Ljungby	10
Axtorpsvägen	Munka-Ljungby	9
Lindagatan	Munka-Ljungby	9
Mossa jordbovägen	Munka-Ljungby	9
Stalevägen	Munkedal	17
Ägirvägen	Munkedal	16
Håbyvägen	Munkedal	14
Strömstadsvägen	Munkedal	14
Uddevallavägen	Munkedal	14
Södra Sjöritz	Munkedal	13
Lilla Foss allé	Munkedal	12
Möevägen	Munkedal	12
Stenviksvägen	Munkedal	12
Bergsviksvägen	Munkedal	11
Munkerudsvägen	Munkfors	21
Sunnevägen	Munkfors	21
Tallbacksvägen	Munkfors	21
Gustav Janssons väg	Munkfors	17
Mossängsvägen	Munkfors	15
Bliavägen	Munkfors	13
Hellgrens väg	Munkfors	13
Dammvägen	Munkfors	12
Hallarnavägen	Munkfors	12
Munkgatan	Munkfors	11
Edebyvägen	Munsö	15
Ekerövägen	Munsö	12
Lundavägen	Munsö	11
Norrbyvägen	Munsö	8
Wallenbergs allé	Munsö	7
Lindöbrovägen	Munsö	6
Lovö kyrkallé	Munsö	5
Prästvik	Munsö	4
Söderbyvägen	Munsö	4
Dyviksvägen	Munsö	3
Rallarevägen	Murjek	2
Södervägen	Murjek	2
Aimobäcksvägen	Murjek	1
Malmbanevägen	Murjek	1
Saitivägen	Murjek	1
Hyttavägen	Muskö	57
Muskö Örlogshamn	Muskö	30
Hammarvägen	Muskö	21
Havsbadsvägen	Muskö	15
Kanalvägen	Muskö	12
Landängsvägen	Muskö	11
Ersholmsvägen	Muskö	10
Näsängsvägen	Muskö	10
Snappuddsvägen	Muskö	10
Altorpsvägen	Muskö	9
Myggenäsvägen	Myggenäs	24
Mällbyvägen	Myggenäs	21
Gamla Myggenäs	Myggenäs	19
Sörbyvägen	Myggenäs	18
Valla Hedvägen	Myggenäs	15
Fågelvägen	Myggenäs	14
Almösundsvägen	Myggenäs	13
Kryssarvägen	Myggenäs	5
Brattvägen	Myggenäs	4
Angersnäsvägen	Myggenäs	3
Korsbergavägen	Myresjö	10
Bäckabyvägen	Myresjö	7
Karlsgårdsvägen	Myresjö	5
Vetlandavägen	Myresjö	4
Höjdgatan	Myresjö	3
Norrgatan	Myresjö	3
Stationsvägen	Myresjö	3
Södralidsgatan	Myresjö	3
Gärdesvägen	Myresjö	2
Hjältarydsvägen	Myresjö	2
Valstavägen	Märsta	51
Stationsgatan	Märsta	29
Arlandaleden	Märsta	28
Karlsborgsvägen	Märsta	23
Aspvägen	Märsta	21
Steninge allé	Märsta	21
Odensalavägen	Märsta	17
Västra Bangatan	Märsta	17
Nordanleden	Märsta	16
Bergsbolsvägen	Märsta	15
Norra Måleråsvägen	Målerås	14
Lindvägen	Målerås	6
Kapellgatan	Målerås	5
Banvallsgatan	Målerås	3
Fridhemsvägen	Målerås	3
Gula gatan	Målerås	3
Ledningsgatan	Målerås	3
Mackamålavägen	Målerås	3
Strömborgsgatan	Målerås	3
Sälgvägen	Målerås	3
Virserumsvägen	Målilla	23
Stockholmsvägen	Målilla	13
Vetlandavägen	Målilla	12
Sanatorievägen	Målilla	10
Södra Långgatan	Målilla	10
Spånggatan	Målilla	9
Gamla Sanatorievägen	Målilla	6
Hägelåkravägen	Målilla	6
Västra Tvetavägen	Målilla	6
Hantverkaregatan	Målilla	5
Hultavägen	Målsryd	10
Kyrkvägen	Målsryd	10
Bråthultsvägen	Målsryd	9
Svenljungavägen	Målsryd	7
Älmåsvägen	Målsryd	5
Råslättsvägen	Målsryd	4
Skogsvägen	Målsryd	4
Åkerstavägen	Målsryd	4
Bokvägen	Målsryd	3
Djupedalsvägen	Målsryd	3
Månkarbovägen	Månkarbo	30
Fruktvillvägen	Månkarbo	9
Hamrarnevägen	Månkarbo	8
Gunnarsbovägen	Månkarbo	6
Ilmårsbergsvägen	Månkarbo	6
Knutkullavägen	Månkarbo	5
Ohlströms väg	Månkarbo	4
Åsvägen	Månkarbo	4
Bagarvägen	Månkarbo	3
Brunnströms väg	Månkarbo	3
Väpplingstigen	Månsarp	11
Sjöhultsvägen	Månsarp	8
Hustomtevägen	Månsarp	7
Södra Stigamovägen	Månsarp	7
Traversvägen	Månsarp	7
Fraktvägen	Månsarp	6
Kyrkvägen	Månsarp	6
Sörängsliden	Månsarp	6
Granarpsvägen	Månsarp	5
Karlslundsgatan	Månsarp	5
Månstadsvägen	Månstad	2
Bruntorpsvägen	Månstad	1
Oxbanevägen	Månstad	1
Sågvägen	Månstad	1
Vinkelvägen	Månstad	1
Yxvägen	Månstad	1
Bråtåsvägen	Mårdaklev	3
Bäckavägen	Mårdaklev	2
Skogsstigen	Mårdaklev	2
Såglyckevägen	Mårdaklev	2
Alnäsleden	Mårdaklev	1
Bergstigen	Mårdaklev	1
Danska vägen	Mårdaklev	1
Fabriksvägen	Mårdaklev	1
Grönsiksvägen	Mårdaklev	1
Klevsgatan	Mårdaklev	1
Länsväg 694	Möja	4
Länsväg 696	Möja	2
Länsväg 695	Möja	1
Möja Ström	Möja	1
Hammarbyvägen	Möklinta	4
Klintvägen	Möklinta	4
Kyrkvägen	Möklinta	4
Sportvägen	Möklinta	4
Åsgrind	Möklinta	4
Gammelgårdsvägen	Möklinta	3
Grimkärrsvägen	Möklinta	2
Åsgårdsvägen	Möklinta	2
Åsvallsvägen	Möklinta	2
Åsvägen	Möklinta	2
Italienska vägen	Mölle	14
Sillgränd	Mölle	11
Kockenhus allé	Mölle	7
Södra Strandvägen	Mölle	7
Bökebolsvägen	Mölle	6
Mölle hamnallé	Mölle	6
Norra Strandvägen	Mölle	6
Blåkullavägen	Mölle	5
Kullabergsvägen	Mölle	5
Laråsavägen	Mölle	5
Axtorpsvägen	Mölltorp	14
Parkgatan	Mölltorp	7
Järnvägsgatan	Mölltorp	6
Nygatan	Mölltorp	6
Rosenlundsgatan	Mölltorp	6
Ekenäsvägen	Mölltorp	4
Forsviksvägen	Mölltorp	4
Kullagatan	Mölltorp	4
Kyrkvägen	Mölltorp	4
Annedalsgatan	Mölltorp	3
Rosendalsvägen	Mölnbo	13
Rösjövägen	Mölnbo	13
Snorpvägen	Mölnbo	12
Kvarnvägen	Mölnbo	8
Odonstigen	Mölnbo	7
Alpvägen	Mölnbo	6
Andvägen	Mölnbo	6
Backvägen	Mölnbo	6
Fagernäsvägen	Mölnbo	6
Fristavägen	Mölnbo	6
Bifrostgatan	Mölndal	50
Göteborgsvägen	Mölndal	41
Åbromotet	Mölndal	32
Aminogatan	Mölndal	29
Alfred Gärdes väg	Mölndal	23
Frölundagatan	Mölndal	23
Lantbruksgatan	Mölndal	21
Toltorpsgatan	Mölndal	21
Balltorpsvägen	Mölndal	19
Gunnebogatan	Mölndal	18
Benarebyvägen	Mölnlycke	57
Raneredsvägen	Mölnlycke	35
Kyrkvägen	Mölnlycke	22
Hönekullavägen	Mölnlycke	21
Lövskogsvägen	Mölnlycke	20
Näckrosvägen	Mölnlycke	19
Ankares väg	Mölnlycke	18
Långenäsvägen	Mölnlycke	18
Säterivägen	Mölnlycke	18
Djupedalsängsvägen	Mölnlycke	16
Oknövägen	Mönsterås	27
Storgatan	Mönsterås	15
Parkgatan	Mönsterås	12
Mölstadsvägen	Mönsterås	10
Kvarngatan	Mönsterås	9
Ramsövägen	Mönsterås	9
Åsevadsgatan	Mönsterås	9
Friskefloevägen	Mönsterås	8
Jacobs gränd	Mönsterås	8
Sjöfågelvägen	Mönsterås	8
Södra Bokhagsvägen	Mörarp	9
Hjalmars väg	Mörarp	8
Linjegatan	Mörarp	8
Rättaregatan	Mörarp	7
Assertorpsvägen	Mörarp	6
Gruvgatan	Mörarp	6
Hjortvägen	Mörarp	6
Margaretagatan	Mörarp	6
Rosenlundsvägen	Mörarp	6
Skomakaregatan	Mörarp	6
Genvägen	Mörbylånga	19
Esplanaden	Mörbylånga	17
Dansbanevägen	Mörbylånga	14
Kastlösa bygata	Mörbylånga	12
Malmgatan	Mörbylånga	12
Trollhättevägen	Mörbylånga	12
Skansgatan	Mörbylånga	11
Västerlånggatan	Mörbylånga	11
Mältaregatan	Mörbylånga	10
Österlånggatan	Mörbylånga	10
Kyrkvägen	Mörlunda	9
Tallåsvägen	Mörlunda	7
Bergaliden	Mörlunda	6
Stationsvägen	Mörlunda	6
Vällingbyvägen	Mörlunda	5
Doktorsvägen	Mörlunda	4
Furuängsvägen	Mörlunda	4
Hantverkarvägen	Mörlunda	4
Häradsvägen	Mörlunda	4
Präststigen	Mörlunda	4
Björkenäsvägen	Mörrum	32
Gustavstorpsvägen	Mörrum	24
Vikaljungavägen	Mörrum	19
Pukaviksvägen	Mörrum	18
Bräknebodavägen	Mörrum	17
Nabbavägen	Mörrum	17
Gungvalavägen	Mörrum	16
Äskemovägen	Mörrum	16
Karlshamnsvägen	Mörrum	12
Norjevägen	Mörrum	12
Kyrkvägen	Mörsil	18
Byevägen	Mörsil	15
Gufassvägen	Mörsil	12
Thomévägen	Mörsil	12
Horneyvägen	Mörsil	11
Mårdsundsbodarna Öringvägen	Mörsil	8
Åsanvägen	Mörsil	8
Mårdsundsbodarna Fjällvägen	Mörsil	7
Äggforsvägen	Mörsil	6
Svängda vägen	Mörsil	5
Värmdövägen	Nacka	63
Vikdalsvägen	Nacka	31
Skvaltans väg	Nacka	25
Lillängsvägen	Nacka	16
Skönviksvägen	Nacka	15
Nyckelviksvägen	Nacka	12
Ältavägen	Nacka	12
Hästhagsvägen	Nacka	11
Augustendalsvägen	Nacka	10
Järla gårdsväg	Nacka	10
Hammarby allé	Nacka Strand	92
Djurgårdsvägen	Nacka Strand	77
Lugnets allé	Nacka Strand	73
Kvarnholmsvägen	Nacka Strand	60
Djurgårdsbrunnsvägen	Nacka Strand	50
Sickla kanalgata	Nacka Strand	38
Järlaleden	Nacka Strand	36
Frihamnsgatan	Nacka Strand	32
Värmdövägen	Nacka Strand	32
Bondegatan	Nacka Strand	30
Degerselsvägen	Niemisel	41
Gunnarsbyvägen	Niemisel	37
Norra Niemisel	Niemisel	31
Norra Norrgren	Niemisel	27
Niemisels station	Niemisel	25
Norra Niemiholm	Niemisel	22
Mjöträsk	Niemisel	11
Niemiholmen	Niemisel	11
Norra Fällträsk	Niemisel	11
Råne Fällträsk	Niemisel	10
Hamnvägen	Nikkala	27
Brovägen	Nikkala	24
Byavägen	Nikkala	15
Kirveskarivägen	Nikkala	9
Strandstråket	Nikkala	9
Järvis väg	Nikkala	7
Källarvägen	Nikkala	6
Salmis Majgårdsvägen	Nikkala	6
Villavägen	Nikkala	6
Laivavägen	Nikkala	5
Egnahemsvägen	Nissafors	12
Ringvägen	Nissafors	10
Södra Bruksvägen	Nissafors	8
Vikgatan	Nissafors	7
Järnvägsgatan	Nissafors	6
Kyrkvägen	Nissafors	6
Köpmansgatan	Nissafors	6
Mogatan	Nissafors	6
Mårtens väg	Nissafors	6
Terrassvägen	Nissafors	6
Industrivägen	Nittorp	6
Strandvägen	Nittorp	4
Paradisvägen	Nittorp	3
Ringvägen	Nittorp	3
Humlevägen	Nittorp	2
Ljunghedavägen	Nittorp	2
Bivägen	Nittorp	1
Dalstorpsvägen	Nittorp	1
Fjärilsvägen	Nittorp	1
Fornvägen	Nittorp	1
Mjösundsvägen	Njurunda	24
Armsjövägen	Njurunda	14
Njurundavägen	Njurunda	12
Bergavägen	Njurunda	11
Guldvägen	Njurunda	11
Marnavägen	Njurunda	11
Hembygdsvägen	Njurunda	7
Klockarbergsvägen	Njurunda	7
Linvägen	Njurunda	6
Nyråvägen	Njurunda	5
Örängesvägen	Njutånger	19
Fegärdevägen	Njutånger	10
Prästtjärnsvägen	Njutånger	9
Snäckmorvägen	Njutånger	7
Bäckmansvägen	Njutånger	6
Riksvägen	Njutånger	5
Sundsättersvägen	Njutånger	5
Täljevägen	Njutånger	5
Asplundavägen	Njutånger	4
Granbacksvägen	Njutånger	4
Krokängsvägen	Nol	13
Alevägen	Nol	12
Folketshusvägen	Nol	12
Gallåsvägen	Nol	11
Enekullevägen	Nol	9
Kastanjevägen	Nol	5
Ekorrstigen	Nol	4
Kärrvägen	Nol	4
Oljobergsvägen	Nol	4
Rödjans väg	Nol	4
Hitorpsvägen	Nora	16
Rättarvägen	Nora	15
Hagbyvägen	Nora	12
Knutsbergsvägen	Nora	12
Kungsgatan	Nora	12
Pershyttevägen	Nora	12
Prästgatan	Nora	11
Rådstugugatan	Nora	11
Skördevägen	Nora	11
Bergslagsgatan	Nora	10
Fantskogsvägen	Noraström	16
Herrskogsallén	Noraström	12
Storsjövägen	Noraström	7
Hemvägen	Noraström	3
Renstigen	Noraström	3
Åkerbovägen	Noraström	3
Högstadievägen	Noraström	1
Linnévägen	Norberg	22
Järnvägsgatan	Norberg	20
Hedemoravägen	Norberg	17
Gamla Banan	Norberg	16
Engelbrektsgatan	Norberg	14
Hackspettbacke	Norberg	14
Klackbergsvägen	Norberg	14
Gamla Avestavägen	Norberg	12
Kylsbovägen	Norberg	12
Rönningstorpsvägen	Norberg	12
Klockarvägen	Nordingrå	8
Vallenvägen	Nordingrå	8
Kyrkåkersvägen	Nordingrå	6
Prästmyrvägen	Nordingrå	5
Valmstabacken	Nordingrå	4
Brandellvägen	Nordingrå	3
Väderkvarnsvägen	Nordingrå	3
Vågsfjärdsvägen	Nordingrå	3
Lillbyvägen	Nordingrå	1
Norrbacksvägen	Nordingrå	1
Kungsvägen	Nordmaling	15
Riksvägen	Nordmaling	13
Ängsgatan	Nordmaling	11
Gamla Riksvägen	Nordmaling	10
Stallgatan	Nordmaling	10
Hamngatan	Nordmaling	9
Utåkersvägen	Nordmaling	8
Bryggaregatan	Nordmaling	7
Trädgårdsgatan	Nordmaling	7
Lötvägen	Nordmaling	6
Bergavägen	Nordmarkshyttan	3
Övre Bergavägen	Nordmarkshyttan	1
Thorsviksvägen	Norrahammar	16
Vårljungstigen	Norrahammar	15
Ljunghedsvägen	Norrahammar	12
Gärdesgatan	Norrahammar	11
Kyrkogårdsvägen	Norrahammar	11
Lovsjövägen	Norrahammar	11
Möbelvägen	Norrahammar	11
Hasselvägen	Norrahammar	9
Smedjebergsvägen	Norrahammar	9
Humlevägen	Norrahammar	8
Lertagsvägen	Norrala	3
Petter Matsvägen	Norrala	3
Renlavsstigen	Norrala	3
Snäckenvägen	Norrala	3
Svensviksvägen	Norrala	3
Dragösstigen	Norrala	2
Älgstigen	Norrala	2
Alevägen	Norrala	1
Blåbärsstigen	Norrala	1
Byhedsstigen	Norrala	1
Södra Altervägen	Norrfjärden	20
Jönsbyvägen	Norrfjärden	16
Porsnäsvägen	Norrfjärden	16
Sandhalsvägen	Norrfjärden	13
Kopparnäsvägen	Norrfjärden	12
Granövägen	Norrfjärden	11
Brändöbergsvägen	Norrfjärden	9
Förpostvägen	Norrfjärden	9
Bertnäsvägen	Norrfjärden	8
Håkingevägen	Norrfjärden	8
Nedre gatan	Norrfors	2
Bagarvägen	Norrfors	1
Byvägen	Norrhult	21
Kinnekullevägen	Norrhult	9
Industrigatan	Norrhult	8
Norrhultsvägen	Norrhult	7
Nottebäcksvägen	Norrhult	7
Odengatan Odenplan	Norrhult	7
Villavägen	Norrhult	6
Lövsjövägen	Norrhult	5
Sandvägen	Norrhult	5
Norrgatan	Norrhult	4
Norra Promenaden	Norrköping	78
Söderleden	Norrköping	55
Gamla Övägen	Norrköping	53
Linköpingsvägen	Norrköping	52
Lindövägen	Norrköping	45
Finspångsvägen	Norrköping	42
Albrektsvägen	Norrköping	41
Stockholmsvägen	Norrköping	41
Söderköpingsvägen	Norrköping	39
Lidaleden	Norrköping	37
Fårholmsvägen	Norrsundet	39
Egnahemsgatan	Norrsundet	11
Havsvägen	Norrsundet	11
Krokviken	Norrsundet	11
Gillerhedsvägen	Norrsundet	10
Lindön	Norrsundet	10
Småmursvägen	Norrsundet	10
Havsbandsvägen	Norrsundet	9
Fabriksvägen	Norrsundet	8
Bergbackagatan	Norrsundet	7
Drottning Kristinas väg	Norrtälje	36
Grovstanäsvägen	Norrtälje	29
Planetvägen	Norrtälje	28
Ekavägen	Norrtälje	25
Nordronavägen	Norrtälje	25
Länna Norrbyvägen	Norrtälje	23
Baldersgatan	Norrtälje	22
Boda strandväg	Norrtälje	22
Nodsta byväg	Norrtälje	22
Stora Björknäsvägen	Norrtälje	22
Selestjärnvägen	Norråker	3
Hallundavägen	Norsborg	45
Hallundastråket	Norsborg	38
Norsborgspassagen	Norsborg	38
Tomtbergavägen	Norsborg	34
Hallunda gårdsväg	Norsborg	27
Kumla gårdsväg	Norsborg	20
Norrskogsvägen	Norsborg	15
Noras väg	Norsborg	14
Skarpbrunnavägen	Norsborg	13
Bronsgjutarvägen	Norsborg	12
Noorvägen	Norsholm	11
Norsholmsvägen	Norsholm	8
Tessins väg	Norsholm	8
Slussvaktarvägen	Norsholm	7
Von Platens väg	Norsholm	5
Luddingsbovägen	Norsholm	4
Munkebodavägen	Norsholm	4
Kimstadsvägen	Norsholm	3
Västerbyvägen	Norsholm	3
Biskop Henriks väg	Norsholm	2
Storgatan	Norsjö	12
Brännavägen	Norsjö	7
Nygatan	Norsjö	7
Sörbyvägen	Norsjö	7
Lilltjärnvägen	Norsjö	6
Bågvägen	Norsjö	5
Gamla Malåvägen	Norsjö	5
Kyrkvägen	Norsjö	5
Risvägen	Norsjö	5
Sjövägen	Norsjö	5
Glossbovägen	Nossebro	18
Södra vägen	Nossebro	9
Järnvägsgatan	Nossebro	7
Nordhemsgatan	Nossebro	7
Stenhusvägen	Nossebro	7
Bergsvägen	Nossebro	6
Gendalenvägen	Nossebro	6
Liljegatan	Nossebro	6
Stallgatan	Nossebro	6
Strandgatan	Nossebro	6
Nusnäs bygata	Nusnäs	34
Skäjsnäsvägen	Nusnäs	12
Båthusvägen	Nusnäs	11
Kråkdalvägen	Nusnäs	9
Sionsvägen	Nusnäs	9
Sandvisolsvägen	Nusnäs	8
Gambälgatu	Nusnäs	7
Fudalsvägen	Nusnäs	6
Svidnvägen	Nusnäs	6
Björkgatan	Nusnäs	5
Storgatan	Nybro	29
Grönvägen	Nybro	26
Jutarnas väg	Nybro	22
Norra vägen	Nybro	21
Hanes väg	Nybro	20
Pukebergarnas väg	Nybro	16
Madesjövägen	Nybro	15
Vasagatan	Nybro	15
Järnvägsgatan	Nybro	14
Kalmarvägen	Nybro	14
Nykyrkavägen	Nye	6
Mickelstorpsvägen	Nye	5
Toljavägen	Nye	5
Lövbacksvägen	Nye	4
Myrisbodavägen	Nye	4
Persgårdsvägen	Nye	3
Ekholmsvägen	Nye	2
Farstorpsvägen	Nye	2
Hästhagsvägen	Nye	2
Solviksvägen	Nye	2
Skövdevägen	Nygård	9
Trädvägen	Nygård	8
Kattungavägen	Nygård	5
Ekvägen	Nygård	4
Gärdesvägen	Nygård	4
Ängsvägen	Nygård	4
Kullevägen	Nygård	3
Bokvägen	Nygård	2
Kyrkvägen	Nygård	2
Rönnvägen	Nygård	2
Brovägen	Nyhamnsläge	13
Eleshultsvägen	Nyhamnsläge	9
Norra Skogsvägen	Nyhamnsläge	9
Thin Jöns väg	Nyhamnsläge	8
Brunnbyvägen	Nyhamnsläge	7
Strandbadsvägen	Nyhamnsläge	7
Bräcke lid	Nyhamnsläge	6
Dannevangsvägen	Nyhamnsläge	6
Krapperups kyrkoväg	Nyhamnsläge	6
Dalenvägen	Nyhamnsläge	5
Bergvallavägen	Nykil	7
Ullstorpsvägen	Nykil	6
Orrbacksvägen	Nykil	5
Haraldsbovägen	Nykil	4
Sofielundsvägen	Nykil	4
Ängdalsvägen	Nykil	4
Hökhultsvägen	Nykil	3
Solvågsvägen	Nykil	3
Bergvallaslingan	Nykil	2
Bysättersvägen	Nykil	2
Stationsvägen	Nykroppa	16
Strandvägen	Nykroppa	15
Malmdragarvägen	Nykroppa	9
Vasavägen	Nykroppa	6
Hornkullsvägen	Nykroppa	5
Kråkåsvägen	Nykroppa	5
Kungsvägen	Nykroppa	5
Stenåsvägen	Nykroppa	5
Bastuvägen	Nykroppa	4
Dammbovägen	Nykroppa	4
Hökmossvägen	Nykvarn	55
Sätravägen	Nykvarn	36
Almnäsvägen	Nykvarn	29
Fredriksbergsvägen	Nykvarn	29
Karlslundsvägen	Nykvarn	27
Maskinförarevägen	Nykvarn	24
Norra Stationsvägen	Nykvarn	18
Rudkällavägen	Nykvarn	18
Ramtorpsvägen	Nykvarn	16
Regementsgatan	Nykvarn	16
Oppeby gård	Nyköping	91
Brunnsgatan	Nyköping	44
Lennings väg	Nyköping	32
Trollstigen	Nyköping	28
Västerleden	Nyköping	26
Eskilstunavägen	Nyköping	24
Hjortronvägen	Nyköping	24
Brandkärrsvägen	Nyköping	23
Diagonalvägen	Nyköping	22
Repslagaregatan	Nyköping	22
Nyadalsvägen	Nyland	17
Bolandsvägen	Nyland	14
Sionsvägen	Nyland	5
Liavägen	Nyland	4
Lillvägen	Nyland	4
Lervägen	Nyland	3
Björkbacken	Nyland	1
Tunnelvägen	Nymölla	19
Allarpsvägen	Nymölla	18
Tians väg	Nymölla	17
Håkanrydsvägen	Nymölla	15
Råbyvägen	Nymölla	12
Norreskogsvägen	Nymölla	11
Levrasjövägen	Nymölla	10
Paradisvägen	Nymölla	9
Ärkebiskopens väg	Nymölla	9
Grödbyvägen	Nymölla	8
Nynäsvägen	Nynäshamn	30
Järnvägsgatan	Nynäshamn	22
Centralgatan	Nynäshamn	17
Norrskogsvägen	Nynäshamn	16
Raffinaderivägen	Nynäshamn	16
Sågstensvägen	Nynäshamn	16
Backluravägen	Nynäshamn	14
Norvikvägen	Nynäshamn	14
Hamnviksvägen	Nynäshamn	12
Oskarsgatan	Nynäshamn	12
Malmövägen	Nyvång	15
Halevägen	Nyvång	12
Gamla vägen	Nyvång	11
Ausås ängaväg	Nyvång	9
Thalingatan	Nyvång	9
Gruvgatan	Nyvång	7
Möllelyckevägen	Nyvång	7
Gökgatan	Nyvång	6
Landgrensgatan	Nyvång	6
Svedbergsgatan	Nyvång	6
Bankvägen	Nyåker	1
Brattsbackavägen	Nyåker	1
Sunnansjövägen	Nyåker	1
Spinnerivägen	Nälden	14
Brovägen	Nälden	11
Faxnäldsvägen	Nälden	11
Axel Johanssons väg	Nälden	7
Hallströms väg	Nälden	6
Karelsvägen	Nälden	6
Smedsåsvägen	Nälden	6
Smedjevägen	Nälden	5
Garvarvägen	Nälden	4
Ljungarvägen	Nälden	4
Länsväg 690	Nämdö	3
Sörängsvägen	Nässjö	24
Queckfeldtsgatan	Nässjö	22
Brogatan	Nässjö	21
Storgatan	Nässjö	19
Östra vägen	Nässjö	19
Anneforsvägen	Nässjö	18
Vallgatan	Nässjö	18
Västra vägen	Nässjö	18
Brinellgatan	Nässjö	13
Ingsbergsgatan	Nässjö	13
Olofströmsvägen	Näsum	34
Drögsperydsvägen	Näsum	23
Sibbarpsvägen	Näsum	21
Vångavägen	Näsum	20
